웹툰ID,제목,url,thumbnailurl,카피문구,성인여부,요일,시놉시스,키워드리스트,글작가,그림작가,원작가
2310,닥터 최태수,https://webtoon.kakao.com/content/닥터-최태수/2310,https://kr-a.kakaopagecdn.com/P/C/2310/c1/2x/08955b3f-d4ad-4f51-8b5e-48ed224cd556.png,"벼락맞을 확률로 얻은 지식으로
참의사를 향해 달려가는 닥터 최태수.",False,수,"대학병원의 가장 말단 의사, 걸어다니는 깡통― 인턴. 하루하루, 인턴으로서의 고된 나날을 보내던 최태수는 우연히 세계최정상의 흉부외과의사인 '리처드 카프레네'의 임종을 지키게 된다. 이때, 놀랍게도 카프레네의 모든 의학지식이 고스란히 최태수에게 전이되는데…!! 따뜻한 심장을 지닌 천재흉부외과의, 최태수가 일궈내는 기적의 메디컬 드라마!","감동적인, 공감되는, 판타지 드라마, 힐링물, FANTASY_DRAMA",,"시녕(콘티메이커 스튜디오), 이동현(악어스튜디오)",조석호
2317,이차원 용병,https://webtoon.kakao.com/content/이차원-용병/2317,https://kr-a.kakaopagecdn.com/P/C/2317/c1/2x/268a57a8-7b8c-4aaf-9686-76566772ede7.png,"아무것도 없는 서른 살 백수.
인생을 바꿔 줄 미션을 수행하라!",False,금,"취직하고 싶습니까?
영혼을 팔아서라도 취직하고 싶으십니까?
그렇다면 잘 오셨습니다.
취업 정보 사이트 영팔이는 영혼을 팔아서라도
일자리를 구하고 싶은 이, 바로 당신을 위한 곳입니다.
 
천사인가, 악마인가
서른 살 백수 강철호는 정체 모를 그들과 계약을 했다.
영혼을 팔아서라도 돈, 그놈의 돈을 벌기 위해!
 
다른 차원의 계약자들에게 빙의하여,
그들이 가장 절망하던 순간의 삶을 바꾸는 것!
그것이 강철호에게 주어진 사명, 미션(Mission)이다!","궁금하게 하는, 몰입되는, 학원/판타지, 차원이동물, SCHOOL_ACTION_FANTASY",발로,발로,금호
2319,뜻대로 하세요,https://webtoon.kakao.com/content/뜻대로-하세요/2319,https://kr-a.kakaopagecdn.com/P/C/2319/c1/2x/c0588c03-309e-4bdc-afc1-5c7add39a679.png,"요정여왕이 살았다는 북쪽호수를 
등진 성에서 펼쳐지는 낭만희극.",False,일,"후작 저택의 하녀 디안은
돈에 팔리듯 진행되는 후작 영애의 혼약에 반대하여
한 가지 계책을 꾸며낸다.
 
영애를 몰래 국경으로 떠나보낸 후
자신을 후작 영애인 것처럼 꾸며
건국 영웅의 후손, 에펜하르트 변경백에게
가짜 신변을 위탁하러 가는데…….
 
디안은 무사히 백작을 속여 넘길 수 있을 것인가!
 
 
요정여왕이 살았다는 북쪽호수를 등진 성에서
이른 봄을 맞으며 펼쳐지는 낭만희극.","발랄한, 궁금하게 하는, 로맨스 판타지, 환생물, ROMANCE_FANTASY",권정아,권정아,권정아
2328,레이디 비스트,https://webtoon.kakao.com/content/레이디-비스트/2328,https://kr-a.kakaopagecdn.com/P/C/2328/c1/2x/2f2397bc-5fc2-437f-88af-f7a526aa5a8d.png,"안심하세요. 절대로 당신의 마음을
바라지 않겠어요.",False,금,"그란디아 왕궁에서 배척당해 불행하게 산 공주, 엘리사.
 전장의 폭군이라 불리는 타국의 공작과 계약 결혼하다!
 
 오직 살아남는 것이 목표였기에 남편에게 어떠한 기대도 없었으나…….
 
 “이건 뭐지. 다리 사이에서 피가 흐르는데.”
 “어, 어떡해요. 아침에 일어나니까 당신 그곳이……!”
 
 어찌 된 일인지 두 사람의 몸이 바뀌었다!
 
 “안심하세요. 절대로 당신의 마음을 바라지 않겠어요.”
 “…….”
 
 ‘왜 남편의 기분이 안 좋아 보이지?’
 
 천덕꾸러기로 자라 사랑에 소극적인 그란디아의 공주, 엘리사.
 참는 것보다 죽이는 것이 익숙한 란델의 미친개, 진저.
 
 너무나도 다른 두 사람은, 서로를 이해하고 사랑하게 될 수 있을까?","발랄한, 설레는, 로맨스 판타지, 영혼체인지, ROMANCE_FANTASY",나우,나우,유수완
2329,환골탈태,https://webtoon.kakao.com/content/환골탈태/2329,https://kr-a.kakaopagecdn.com/P/C/2329/c1/2x/7874c70f-9cce-47e3-87ab-5c600dbb79ea.png,"마계에서 벌어지는 해골이의 
좌충우돌 아기 고양이 육아 대작전",False,월,"부드러운 살가죽, 짧고 까칠한 털, 작고 조그만 발....
 
 이 해괴하고 귀여운 생물체는 대체 무엇?!
 
 해골(스켈레톤)은 독립하면서 아기 고양이를 기르기로 한다.
 
 드디어 이사 날에 인간계 대행 서비스를 이용해 받은 아기 고양이!
 그런데 몸에 털도 별로 없고... 아기 고양이가 원래 이렇게 생겼었나?
 
 인간계 대행 서비스 센터는 연결이 되지 않고,
 졸지에 돌연변이 아기 고양이를 떠맡은 해골!
 
 설상가상 아기 고양이의 울음소리에 옆집에서 항의가 쏟아지는데....
 
 아기 고양이... 키울 수 있을까?!
 
 마계에서 벌어지는 해골과 악마 아담, 서큐버스 릴리의 좌충우돌 아기 고양이 
 육아 대작전이 시작합니다!","귀여운, 개성있는, 판타지 드라마, 힐링물, FANTASY_DRAMA",마고(mago),마고(mago),마고(mago)
2330,치트라,https://webtoon.kakao.com/content/치트라/2330,https://kr-a.kakaopagecdn.com/P/C/2330/c1/2x/c9968f24-6612-49da-8e9f-657f8c8f7755.png,"미남캐를 뽑아 세상을 
널리 이롭게 하라!",False,금,"공무원 준비 생활만 수 년.
그런데 이렇게 억울하게 죽다니...!
 
그래서일까요?
죽었다 태어나니 아름다운 여백작이 되어 있었다.
심지어 미남신에게서 게임 능력까지 받게 되는데-
‘뽑기...?’
캐릭터 뽑기 능력을 가지게 된 그녀!
 
초 레어 미남 캐릭터를 뽑아가면서 세상을 널리 이롭게 하는 미남신의 사도가 되어버렸다.
 
[레어-!]
[초 슈퍼 울트라 스페셜 레어-!!]
 
세계를 미남으로 채워 모든 여자들을 이롭게 하자!","몰입되는, 웃기는, 판타지 드라마, 하렘물, FANTASY_DRAMA",레페,레페,태선
2334,인소의 법칙,https://webtoon.kakao.com/content/인소의-법칙/2334,https://kr-a.kakaopagecdn.com/P/C/2334/c1/2x/1bdfa567-9bed-423d-855d-dfa13f97239a.png,"[인터넷 소설의 법칙]
여주 친구는 각종 위험에 휩싸인다!",False,수,"인터넷 소설 읽기가 취미였던 평범한 학생 함단이.
 어느 날 자고 일어나니 옆집에는 아주 예쁜 여학생 반여령이,
 학교에는 그 이름도 무시무시한 사대천왕이 나타났다!
 
 하루아침에 소설처럼 뒤바뀐 세계,
 그리고 함단이의 역할은 다름 아닌 여주인공 소꿉친구 중 하나.
 
 [인터넷 소설의 법칙!]
 여주 친구는 각종 위험에 휩싸인다!","발랄한, 몰입되는, 로맨스, 차원이동물, ROMANCE",아현,아현,유한려
2335,두 번 사는 랭커,https://webtoon.kakao.com/content/두-번-사는-랭커/2335,https://kr-a.kakaopagecdn.com/P/C/2335/c1/2x/375d6a7e-4d00-4c3e-a3ca-e18f471ab638.png,"복수를 위해 탑을 오르는 플레이어.
오늘부터 난 차정우다.",False,금,"5년 전 사라진 쌍둥이 동생을 잊고 살던 연우.
어느날 그에게 동생의 유품인 회중시계가 돌아왔다.
 
그리고 그 속에 숨겨진 일기장.
 
'형이 이 일기를 들을 때 즈음이라면 나는 이미 이 세상 사람이 아니겠지.'
 
여러 차원과 우주가 교차하는 세계에 놓인 태양의 신 탑, 오벨리스크.
그리고 그곳에 오르다 배신당해 눈을 감아야 했던 동생.
 
모든 걸 알게 된 연우는 동생이 남겨 둔 일기와 함께 탑을 오르기 시작한다.
 
'오늘부터 난. 차정우이다.'","몰입되는, 역동적인, 학원/판타지, 복수물, SCHOOL_ACTION_FANTASY",농농,농농,사도연
2339,나는 될놈이다,https://webtoon.kakao.com/content/나는-될놈이다/2339,https://kr-a.kakaopagecdn.com/P/C/2339/c1/2x/e25d59e9-7af8-4e00-8e7e-aaa23e8583d0.png,"""이번에는 행운이다""
행운으로 게임을 정복한다!",False,수,"모든 걸 완벽하게 소화하며 잘하기에 주인공은 어디서든 될 수 밖에 없는 인재, 그렇기 때문에 게임 안에서 아무도 하지 않는 기행을 하며 정점을 노린다. 
될 놈은 되게 되어있다! 엄청난 행운으로 불가능한 퀘스트도 주인공의 행운에는 속수무책. 
행운으로 게임을 정복한다!","개성있는, 통쾌한, 학원/판타지, 레벨업물, SCHOOL_ACTION_FANTASY",서윤교,서윤교,글쓰는기계
2341,묵향 다크레이디,https://webtoon.kakao.com/content/묵향-다크레이디/2341,https://kr-a.kakaopagecdn.com/P/C/2341/c1/2x/77fba050-6db6-425f-a63b-b2f1db90162b.png,"이세계에 떨어진 전설의 무림고수!
드래곤의 자식이 되다?!",False,월,"마교의 교주로서 극강의 무공을 자랑하던 묵향은 적들(혈교)에 의해 생전 처음 보는 생소한 이세계(판타지 세계)로 떨어지게 된다. 그곳에서 엘프, 마법사, 기사, 드래곤 등 새로운 존재들과 만나며... 무림 최고수 묵향이 원래 자신의 세상(무림)으로 돌아가기 위해 긴 모험을 떠나게 된다는 스토리.

한국의 무협소설과 판타지 문학을 사랑하는 수많은 독자들이 기다려왔던 초대형 이벤트― 웹툰계를 뒤흔들 다시없을 프로젝트가 시작된다!
1999년부터 시작된 전설, 누계부수 300만부... 무협소설과 판타지문학을 접목시킨 기념비적인 장르소설인 [묵향]이 드디어 만화화!!

한국 무협판타지의 한 획을 그었던 전동조 작가의 메가히트 장르소설 [묵향]을 만화화! 만화의 내용은 원작의 2부격인 [다크레이디] 편에서부터 시작한다.","통쾌한, 몰입되는, 학원/판타지, 로드무비, SCHOOL_ACTION_FANTASY",이재헌,구깃,전동조
2343,부기영화,https://webtoon.kakao.com/content/부기영화/2343,https://kr-a.kakaopagecdn.com/P/C/2343/c1/2x/6a80f80b-acba-4fcb-bfe3-deb2a5e25ae0.png,"병맛 영화 리뷰 웹툰 
최강자 나가신다 길을 비켜라",False,토,약쟁이들의 병맛 영화 리뷰!,"개성있는, 웃기는, 코믹/일상, 에피소드물, COMIC_EVERYDAY_LIFE",급소가격,여빛,
2348,에보니,https://webtoon.kakao.com/content/에보니/2348,https://kr-a.kakaopagecdn.com/P/C/2348/c1/2x/6b1ceee1-f5cb-4066-94eb-41be84da5c19.png,"절망 속에서 만난
단 하나의 운명 ‘에보니’",False,토,"아버지와 약혼자를 살해한 패륜 종속 살인마,
에보니 보냐크.

사형선고를 받고 죽을 날만 기다리고 있던 그녀는
어느날 자신에게 후견인이 생겼다는 소식을 듣고 석방되어
대공의 성으로 보내지게 되는데...

""자, 어서 발을 넣어요. 너무 뜨거우면 말하고.""

지하에 감금당하거나 쥐도 새도 모르게 죽임을 당할 거라고 생각했다.
하지만 그녀를 기다리고 있는 건 너무나 상냥한 저택의 고용인들.

그리고.

""에보니 보냐크, 너는 노예인가?""
""왜 너 자신에 대한 소유권을 주장하지 않지?""

자꾸만 그녀의 마음을 건드리는 수상한 대공 '단테 보르드 슈나이더.'

그로 인해 에보니의 삶은 변하기 시작하는데...","감동적인, 몰입되는, 로맨스 판타지, 성공성장물, ROMANCE_FANTASY",네이다,"REDICE STUDIO, 네이다",자야
2350,마존현세강림기,https://webtoon.kakao.com/content/마존현세강림기/2350,https://kr-a.kakaopagecdn.com/P/C/2350/c1/2x/efd04a3e-b5ca-4468-99de-0556b2dce721.png,"전설이라 불린 마교 교주의
21세기 현세 적응기!",False,금,"첫 번째 삶. 불의의 사고로 가족과 두 다리를 잃고 스스로 목숨을 끊었다.
 
두 번째 삶. 중원에서 적천마존이라는 명성을 얻었지만 가장 신뢰하던 이에게 배신당해 죽게 됐다.
 
그리고 맞게 된 세 번째 삶.
다시 돌아온 현대에서 강진호 자신은 평범한 삶을 살 거라 다짐하지만... 
평범한 인간으로 살기엔 이미 중원의 삶에 너무 익숙해져 버린 것 !
 
'난 평범하게 살고 싶었어. 하지만 먼저 날 건드린 건 너희들이다. 각오는 돼 있겠지?' 
 
다가오는 위기 속에서 강진호는 적천마존으로서의 충동을 떨쳐내고 무사히 '평범한 삶'을 얻을 수 있을 것인가 !
 
전설이라 불린 마교 교주의 21세기 현세 적응기 !","통쾌한, 웃기는, 학원/판타지, 회귀물, SCHOOL_ACTION_FANTASY","AZI, UGPP",마요랑,월백
2355,비뢰도,https://webtoon.kakao.com/content/비뢰도/2355,https://kr-a.kakaopagecdn.com/P/C/2355/c1/2x/5247efbc-bfed-45b7-a002-1c6dcf32e5e1.png,"그들이 나를 사부라 불러주었을 때,
나는 그들에게로 가서 사부가 되었죠",False,금,"홀로 길러주신 아버지를 잃고 10세에 혈혈단신이 된 비류연. 조각가였던 아버지에게 배운 기술로 부모님의 조각상을 만들어 두 분 묘 앞에 세워뒀더니, 지나가던 노인이 그걸 보고는 천하제일 무공을 가르쳐주겠다고 한다. 수상쩍지만 달리 갈 곳도 없고, 그럴듯해 보인 무공에 혹해 비류연은 그만 그 노인을 사부로 삼고 만다.
 
그러나 그날부터 사부는 본색을 드러내 비류연을 노예처럼 부려먹으며 말도 안 되는 무공들을 전수하기 시작하고…! 그 와중에 만났던 최초의 친구 ‘린’과의 추억을 제외하면 그의 삶을 점철한 것은 무식한 가사노동과 과로사의 위험뿐. 그 고난을 버티며 야차처럼 자라난 비류연은, 사부 몰래 힘을 비축하던 중에 ‘주작단’, 무공 수련을 위해 아미산에 온 강호의 또래들을 제자들로 손에 넣게(?) 된다. 그 일로 인해 비류연은 저 멀리에 있다는 무림맹 산하의 교육기관, ‘천무학관’에 입성하기로 다짐하게 되는데…!","웃기는, 통쾌한, 액션/무협, 캠퍼스물, ACTION_WUXIA",오주,Awin,검류혼
2358,해골병사는 던전을 지키지 못했다,https://webtoon.kakao.com/content/해골병사는-던전을-지키지-못했다/2358,https://kr-a.kakaopagecdn.com/P/C/2358/c1/2x/415109f1-690e-4fbb-aaad-289f10e4374b.png,"지키기 위해서
나는 강해진다!",False,수,"나는 '해골 병사'. 주인인 서큐버스님을 지키지 못하고 그저 하찮게 부서져버린 일개 몬스터. 그렇게 죽음을 맞이하는 줄 알았다. 그러나… 정신을 차려 보니, 20년 전 사령술사에 의해 눈을 뜬 그 날로 돌아왔다. 남들에겐 보이지 않는 상태창과 함께, 죽어도 죽어도 몇 번이고 되살아나나게 되었다.","미스테리한, 긴장감 있는, 학원/판타지, 레벨업물, SCHOOL_ACTION_FANTASY",앤트스튜디오,앤트스튜디오,소소리
2363,이계 검왕 생존기,https://webtoon.kakao.com/content/이계-검왕-생존기/2363,https://kr-a.kakaopagecdn.com/P/C/2363/c1/2x/4f57ea5d-3f34-45be-b8c1-1ef86bf5b829.png,"근육질과 칼질로 이계를 썰어 버린 
레벨5 검왕의 극한 생존기!",False,수,"『귀하는 적합자로 선택받았습니다』
 
 『귀하의 재능으로 셀하 라트나에서 생존할 확률은 5% 미만입니다』
 
 『자살하시겠습니까? Y/N』
 
 “x-까.”
 
 5% 미만의 생존 확률. 22년의 시간. 셀 수도 없는 마견과의 사투.
 이 지옥에서, 나는 홀로 살아남았다.
 
 5라는 레벨 뒤에 감춰진, 무지막지한 히든 스탯들과 함께!
 
 대검 하나로 이계를 썰어버리는,
 사상 최강의 레벨5 검사 류한빈의 극한 사이다 생존기!","역동적인, 웃기는, 학원/판타지, 레벨업물, SCHOOL_ACTION_FANTASY",권순규,"스튜디오 크힛, 권순규",임경배
2366,나 홀로 로그인,https://webtoon.kakao.com/content/나-홀로-로그인/2366,https://kr-a.kakaopagecdn.com/P/C/2366/c1/2x/9c7d0cfc-a908-4e49-ab71-894f89a31a31.png,"모든것을 파괴하는
압도적인 히어로가 강림한다!",False,토,"태어날 때 부터, 남들과 다른 압도적인 물리력을 타고난 정시우. 
어느 날, 지구의 상공에 나타난 하늘성과 그에 맞춰 등장하는 날개 달린 영웅인 일명 '플레이어'들.
 
정시우는 당연히 자신도 플레이어가 되리라 예상했지만 10년이 지나도 플레이어로 각성하지 못한 채, 백수가 되어버린다.
 
그러던 어느날, 하늘성에서 리타이어한 플레이어 '수아린'을 우연히 구하게 되고숨겨진 '지하던전'을 발견해 '지하 플레이어' 로 각성하는 정시우.
 
압도적인 무력으로 지하던전들을 파괴하며 세계의 비밀을 향해 나아간다.
 
모든것을 파괴하는 압도적인 영웅이 등장!","통쾌한, 역동적인, 학원/판타지, 레벨업물, SCHOOL_ACTION_FANTASY","키키, 윤재호",Rose Studio,토이카
